"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Undercover Blues,
"[{'name': 'Universal Pictures', 'id': 33}]",Psycho III,
"[{'name': 'abramoff Production', 'id': 7531}, {'name': 'Scorpion Film Production', 'id': 7532}, {'name': 'Abramoff Production', 'id': 7533}]",Red Scorpion,
"[{'name': 'Miramax Films', 'id': 14}, {'name': 'BBC Films', 'id': 288}]",The Snapper,
"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]",Powder,
"[{'name': 'Filmax Entertainment', 'id': 7302}, {'name': 'Castelao Producciones', 'id': 7956}, {'name': 'Monfort Producciones', 'id': 55133}]",The Backwoods,
"[{'name': 'HJB Filmproduktion', 'id': 23462}]",Alone in the Dark 2,
"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]",Sabotage,
"[{'name': 'Boll Kino Beteiligungs GmbH & Co. KG', 'id': 1062}]",BloodRayne: The Third Reich,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Stella-del-Süd', 'id': 2718}]","Angus, Thongs and Perfect Snogging",
"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Axon Films', 'id': 21106}]",Appaloosa,
"[{'name': 'Paramount Pictures', 'id': 4}]",Still Smokin,
[],Hierankl,
"[{'name': 'MotionWorks', 'id': 4968}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Rothkirch Cartoon Film', 'id': 8177}, {'name': 'Comet Film', 'id': 8178}, {'name': 'Animationsfabrik', 'id': 11918}]",Laura's Star,
"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'SenArt Films', 'id': 922}, {'name': 'Radical Media', 'id': 11152}]",The Fog of War,
"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Castel Film Romania', 'id': 1370}, {'name': 'Neo Art & Logic', 'id': 2811}, {'name': 'Dimension Films', 'id': 7405}]",Hellraiser: Hellworld,
"[{'name': 'Morgan Creek Productions', 'id': 10210}]",Dominion: Prequel to the Exorcist,
"[{'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Viking Films', 'id': 1968}, {'name': 'Warner Bros.', 'id': 6194}]",Revolution,
"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'OH Films', 'id': 66755}]",Critters 3,
"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Kinétique Inc.', 'id': 21741}, {'name': 'Vincent Gallo Productions', 'id': 23756}]",The Brown Bunny,
"[{'name': 'Columbia Pictures', 'id': 5}]",Ishtar,
"[{'name': 'Universal Pictures', 'id': 33}]",Smokey and the Bandit II,
"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Arte', 'id': 201}, {'name': 'La Sept-Arte', 'id': 11332}]",Croupier,
"[{'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}]",Orca: The Killer Whale,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Arwin Productions', 'id': 1823}]",That Touch of Mink,
"[{'name': 'Epithète Films', 'id': 7286}]",Ridicule,
"[{'name': 'Silver Screen Partners III', 'id': 554}, {'name': 'Touchstone Pictures', 'id': 9195}]",Big Business,
"[{'name': 'Angoa-Agicoa', 'id': 309}, {'name': 'Procirep', 'id': 311}, {'name': 'Integral Film', 'id': 1905}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Alicéléo', 'id': 8799}, {'name': 'A.J.O.Z. Films', 'id': 11473}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]",Comedy of Power,
"[{'name': 'Paramount Pictures', 'id': 4}]",She's Having a Baby,
"[{'name': 'Cannon Group', 'id': 1444}, {'name': 'Golan-Globus Productions', 'id': 13549}]",Firewalker,
"[{'name': 'Gaumont', 'id': 9}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'CNC', 'id': 6962}]",My Father's Glory,
"[{'name': 'Gaumont', 'id': 9}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'CNC', 'id': 6962}]",My Mother's Castle,
[],Teenage Caveman,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': '60/80 Productions', 'id': 55870}]",Flashback,
"[{'name': 'Omega Project', 'id': 1195}]",Suicide Club,
"[{'name': 'New World Pictures', 'id': 1950}]","No Retreat, No Surrender",
[],War Photographer,
"[{'name': 'Fox 2000 Pictures', 'id': 711}]",Inventing the Abbotts,
"[{'name': 'Alpine Pictures', 'id': 10397}]",The Convent,
"[{'name': 'Roxy Film', 'id': 101}, {'name': 'Sancrosiap', 'id': 1672}]",Beyond the Law,
[],Doll Graveyard,
"[{'name': 'Personafilm', 'id': 7447}, {'name': 'Incorporated Television Company (ITC)', 'id': 15980}, {'name': 'Filmédis', 'id': 17085}, {'name': 'Suede Film', 'id': 26239}]",Autumn Sonata,
"[{'name': 'Orion Pictures Corporation', 'id': 14150}]",Broadway Danny Rose,
"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Tiara Blu Films', 'id': 54512}]",Take the Lead,
"[{'name': 'Golan-Globus Productions', 'id': 13549}, {'name': 'The Cannon Group', 'id': 16414}]",Missing in Action 2: The Beginning,
"[{'name': 'United Artists', 'id': 60}, {'name': 'Hecht-Lancaster Productions', 'id': 30724}]",Vera Cruz,
"[{'name': 'Touchstone Pictures', 'id': 9195}]",Cold Creek Manor,
"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Revolution Studios', 'id': 497}]",Stealing Harvard,
"[{'name': 'Paramount Pictures', 'id': 4}]",Serving Sara,
"[{'name': 'Paramount Pictures', 'id': 4}]",Leap of Faith,
"[{'name': 'Bavaria Film', 'id': 1704}, {'name': 'Allied Filmmakers', 'id': 1755}, {'name': 'Neue Constantin Film', 'id': 13096}]",Last Exit to Brooklyn,
"[{'name': 'Impala', 'id': 1183}, {'name': 'Riverside Pictures', 'id': 6140}]",Flesh + Blood,
"[{'name': 'Cecchi Gori Group Tiger Cinematografica', 'id': 371}, {'name': 'Penta Films', 'id': 6651}, {'name': 'Silvio Berlusconi Communications', 'id': 8694}]",Johnny Stecchino,
"[{'name': 'Nimbus Film Productions', 'id': 11672}]",It's All About Love,
"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",Greedy,
"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'SKA Films', 'id': 13419}, {'name': 'Codi S.p.a.', 'id': 57736}]",Swept Away,
"[{'name': 'Golden Harvest Company', 'id': 2521}, {'name': 'Film Workshop', 'id': 3618}, {'name': 'Long Shong Pictures', 'id': 5551}, {'name': 'Media Asia Films', 'id': 5552}]",Iron Monkey,
[],The Flying Classroom,
"[{'name': 'BIM Distribuzione', 'id': 225}, {'name': 'BBC Films', 'id': 288}, {'name': 'Paramount Vantage', 'id': 838}, {'name': 'Qwerty Films', 'id': 892}, {'name': 'Pathé', 'id': 7981}, {'name': 'Magnolia Mae Films', 'id': 18188}]",The Duchess,
[],Homeboy,
"[{'name': 'Cipango Productions Audiovisuelles', 'id': 2703}]",Black Night,
"[{'name': 'Maurice Devereaux Productions', 'id': 2704}]",End of the Line,
"[{'name': 'Baldini Pictures', 'id': 2705}, {'name': 'Slam Pictures', 'id': 68247}, {'name': 'Medusa Pictures', 'id': 68248}]",All Over Me,
"[{'name': 'TLA Releasing', 'id': 328}]",Amnesia: The James Brighton Enigma,
"[{'name': 'TLA Releasing', 'id': 328}, {'name': 'Luna Filmproduktion', 'id': 402}]",Another Gay Movie,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Paramount British Pictures', 'id': 8913}]",Sebastian,
"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Pariah', 'id': 11733}]",Ghost Town,
[],Full Speed,
"[{'name': 'Galliano Iuso per Digital Film', 'id': 2706}]",Gasoline,
"[{'name': 'Wolfe Releasing', 'id': 5537}]",Goldfish Memory,
"[{'name': 'Canal+ España', 'id': 9335}, {'name': 'Messidor Films', 'id': 14245}, {'name': 'Generalitat de Catalunya - Departament de Cultura', 'id': 30258}]",Nico and Dani,
"[{'name': 'Bandonéon', 'id': 2711}]",Looking for Cheyenne,
"[{'name': 'Kali Films', 'id': 2712}, {'name': 'Priority Pictures', 'id': 26834}]",Nina's Heavenly Delights,
"[{'name': 'Rai Cinema', 'id': 2683}, {'name': 'Gullane Filmes', 'id': 4243}, {'name': 'Ministero per i Beni e le Attività Culturali (MiBAC)', 'id': 29223}, {'name': 'Classic', 'id': 33155}, {'name': 'Karta Film', 'id': 93149}]",Birdwatchers,
"[{'name': 'Maïa Films', 'id': 2643}, {'name': 'AB3', 'id': 2713}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Zephyr Films', 'id': 16923}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'YC Alligator Film', 'id': 26614}]",Wild Side,
"[{'name': 'Dschoint Ventschr Filmproduktion AG', 'id': 28950}]",Skinhead Attitude,
"[{'name': 'Asgaard Entertainment', 'id': 2714}]",Everybody Wants to Be Italian,
"[{'name': 'Lions Gate Family Entertainment', 'id': 6574}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Crest Animation Productions', 'id': 21234}]",Alpha and Omega,
"[{'name': 'Amka Films', 'id': 2715}, {'name': 'RTSI Televisione Svizzera', 'id': 2716}]",Days and Clouds,
[],Just a Gigolo,
"[{'name': 'Numero Films Ltd', 'id': 5455}]",No. 2,
[],Amerikana,
"[{'name': 'Tempus', 'id': 2717}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Constantin Film Produktion', 'id': 5755}]",A Woman in Berlin,
"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Grand Army Entertainment', 'id': 1843}, {'name': 'Class 5 Films', 'id': 2297}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Langley Films', 'id': 54854}, {'name': 'Leaves Productions', 'id': 54855}]",Leaves of Grass,
"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Overbrook Entertainment', 'id': 12485}]",The Secret Life of Bees,
"[{'name': ""Région Provence Côte d'Azur"", 'id': 2318}, {'name': 'La Fabrique de Films', 'id': 2673}, {'name': 'Canal+', 'id': 5358}, {'name': 'Toloda', 'id': 9011}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Soficinéma 2', 'id': 21083}]",One to Another,
"[{'name': 'TLA Releasing', 'id': 328}]",The Curiosity of Chance,
"[{'name': 'Pan Européenne Production', 'id': 796}]",The Man of My Life,
"[{'name': 'MGM Television', 'id': 2230}, {'name': 'Coproducción Canadá-USA', 'id': 52012}]",Blue State,
"[{'name': 'EM Media', 'id': 1917}, {'name': 'Big Arty Productions', 'id': 3519}, {'name': 'Film4', 'id': 9349}, {'name': 'Warp Films', 'id': 12180}]",Dead Man's Shoes,
"[{'name': 'Artisan Entertainment', 'id': 2188}]",Belly,
"[{'name': '20th Century Fox Television', 'id': 1556}, {'name': 'The Curiosity Company', 'id': 29500}]",Futurama: The Beast with a Billion Backs,
"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Sherazade Film Development', 'id': 3612}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'QED International', 'id': 11029}, {'name': 'Corduroy Films', 'id': 18479}, {'name': 'Visitor Pictures', 'id': 20748}, {'name': ""Chesterfield Writer's Film Project"", 'id': 59967}, {'name': 'GEM Global Entertainment Magyar', 'id': 59969}]",Smart People,
"[{'name': 'BBC Films', 'id': 288}, {'name': 'HBO Films', 'id': 7429}]",Conspiracy,
[],No End in Sight,
"[{'name': 'Hanna-Barbera Productions', 'id': 1353}]",Scooby-Doo! and the Loch Ness Monster,
[],Scooby-Doo! and the Goblin King,
"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'M6 Films', 'id': 1115}, {'name': 'TF1 International', 'id': 7799}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Eiffel Productions', 'id': 44510}, {'name': 'Transfilm', 'id': 48188}, {'name': 'La Mutualité Française', 'id': 87606}, {'name': 'SMK Limited', 'id': 87607}]",The Gaul,
"[{'name': 'Castle Rock Entertainment', 'id': 97}]",Chaos Theory,
"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Acme Shark', 'id': 19241}, {'name': 'Kawoosh! Productions DTV II', 'id': 57748}, {'name': 'MGM Global Holdings', 'id': 57749}]",Stargate: Continuum,
"[{'name': 'Apollo Pictures', 'id': 3484}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners II', 'id': 10531}]",Can't Buy Me Love,
"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Hyde Park Entertainment', 'id': 13816}]",Dreamer: Inspired By a True Story,
"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Strange Brew,
"[{'name': 'ADV Films', 'id': 3465}, {'name': 'CoMix Wave', 'id': 3756}]",The Place Promised in Our Early Days,
"[{'name': 'Destination Films', 'id': 769}, {'name': 'Jinks/Cohen Company', 'id': 2721}]",The Nines,
"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Kawoosh! Productions DTV I', 'id': 72565}]",Stargate: The Ark of Truth,
[],Barbie in the 12 Dancing Princesses,
[],Gonzo: The Life and Work of Dr. Hunter S. Thompson,
"[{'name': 'Rainmaker Entertainment', 'id': 2213}, {'name': 'Mattel', 'id': 6220}]",Barbie and the Diamond Castle,
"[{'name': 'Universal Pictures', 'id': 33}]",Where the Buffalo Roam,
"[{'name': 'Entertainment', 'id': 7676}, {'name': 'Muse Productions', 'id': 15231}, {'name': 'Challenge Film Corporation', 'id': 75037}, {'name': 'XYZ Funding N.V.', 'id': 75038}]",Split Second,
"[{'name': 'Lions Gate Films', 'id': 35}]",Religulous,
"[{'name': 'Killer Films', 'id': 1422}, {'name': 'Showtime Networks', 'id': 4343}, {'name': 'First Look International', 'id': 11054}]",An American Crime,
"[{'name': 'Larande Productions', 'id': 3912}, {'name': 'Scream HQ', 'id': 15479}]",Zombie Strippers!,
"[{'name': 'Pantry Films', 'id': 3074}, {'name': 'Stage 6 Films', 'id': 11341}, {'name': 'Tooley Productions', 'id': 22539}]",Felon,
"[{'name': 'Apple Films', 'id': 50786}]",Son of Dracula,
[],The God Who Wasn't There,
"[{'name': 'Cable Stuff Productions', 'id': 2789}]",George Carlin: Life Is Worth Losing,
"[{'name': 'Gentle Machine Productions LLC', 'id': 39242}]",Zeitgeist,
"[{'name': 'Flame Ventures', 'id': 3294}, {'name': 'Jim Henson Company, The', 'id': 6254}, {'name': 'Prana Studios', 'id': 18713}]",Unstable Fables: Tortoise vs. Hare,
"[{'name': 'Kanzaman', 'id': 4169}, {'name': 'Rifkin-Eberts', 'id': 4307}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Seed Productions', 'id': 9076}, {'name': 'Media Rights Capital (MRC)', 'id': 86655}]",Deception,
"[{'name': 'Copperheart Entertainment', 'id': 5106}]",Young People Fucking,
"[{'name': '2929 Productions', 'id': 846}]",Enron: The Smartest Guys in the Room,
[],Flakes,
"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Emu Creek Pictures', 'id': 19010}]",Rogue,
"[{'name': 'Break Thru Films', 'id': 10369}, {'name': '3 Generations', 'id': 57208}, {'name': 'Global Grassroots', 'id': 57209}]",The Devil Came on Horseback,
"[{'name': 'Artfire Films', 'id': 3240}]",Diary of the Dead,
"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'KMP Film Invest', 'id': 20157}]",Eagle Eye,
"[{'name': 'Producciones Panicas', 'id': 11656}]",El Topo,
"[{'name': 'Pixar Animation Studios', 'id': 3}]",Presto,
"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Collision Entertainment', 'id': 2179}, {'name': 'Abandon Entertainment', 'id': 2724}, {'name': 'Foxtor Productions', 'id': 2725}, {'name': 'Depth Entertainment', 'id': 11995}]",Max Payne,
"[{'name': 'Walt Disney Animation Studios', 'id': 6125}]",Bolt,
"[{'name': 'Carnaby International', 'id': 4098}, {'name': 'Hanover Films', 'id': 4249}]",Rise of the Footsoldier,
"[{'name': 'Independent', 'id': 10583}]",Chance,
"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'MHF Zweite Academy Film', 'id': 8848}, {'name': 'Marvel Knights', 'id': 11106}, {'name': 'Valhalla Motion Pictures', 'id': 11533}, {'name': 'SGF Entertainment', 'id': 33808}, {'name': 'Muse Entertainment', 'id': 83338}]",Punisher: War Zone,
"[{'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'Cipher Films', 'id': 6359}]",Adulthood,
[],The Signal,
"[{'name': 'Pixar Animation Studios', 'id': 3}]",Lifted,
"[{'name': 'Pixar Animation Studios', 'id': 3}]",Your Friend the Rat,
"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]",Boundin',
"[{'name': 'Avenging Conscience', 'id': 2517}, {'name': 'Troma Entertainment', 'id': 3052}, {'name': 'Cannibal Films Ltd.', 'id': 20325}]",Cannibal! The Musical,
[],Airborne,
"[{'name': 'Capacity Pictures', 'id': 50491}, {'name': 'MJ Films', 'id': 57028}]",Finding Amanda,
[],I Want Someone to Eat Cheese With,
"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Land Films Inc.', 'id': 3323}, {'name': 'Anonymous Content', 'id': 10039}]",In the Land of Women,
"[{'name': 'HBO Films', 'id': 7429}, {'name': 'W B I Films', 'id': 20754}, {'name': 'Rocket Science Inc.', 'id': 52059}, {'name': 'Duly Noted', 'id': 52060}]",Rocket Science,
[],Air Guitar Nation,
"[{'name': 'City Light Films', 'id': 136}]",Brooklyn Rules,
[],Palindromes,
"[{'name': 'Battleplan Productions', 'id': 2108}, {'name': 'Yari Film Group', 'id': 2448}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Phoenix Pictures', 'id': 11317}]",Resurrecting the Champ,
"[{'name': 'Red Envelope Entertainment', 'id': 4732}]",Sherrybaby,
[],Starting Out in the Evening,
"[{'name': 'Forensic Films', 'id': 2813}, {'name': 'Upload Films', 'id': 6724}, {'name': 'O.D.D. Entertainment', 'id': 77919}, {'name': 'Rebel Films', 'id': 77920}]",The Babysitters,
"[{'name': '2929 Productions', 'id': 846}]",The Life Before Her Eyes,
"[{'name': 'Back Lot Pictures', 'id': 7374}, {'name': 'Overture Films', 'id': 12807}, {'name': 'Big Beach Films', 'id': 12808}]",Sunshine Cleaning,
"[{'name': 'UK Film Council', 'id': 2452}, {'name': 'Intandem Films', 'id': 2731}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Film4', 'id': 9349}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Number 9 Films', 'id': 11752}]",How to Lose Friends & Alienate People,
"[{'name': 'Compound B', 'id': 4322}]",Dance of the Dead,
"[{'name': 'Roc-a-fella Films', 'id': 4367}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Rat Entertainment', 'id': 12007}, {'name': 'Loud Films', 'id': 66002}]",Paid in Full,
"[{'name': 'Media Asia Films Ltd.', 'id': 6377}]",Gen-X Cops,
"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Aaron Spelling Productions', 'id': 1812}, {'name': 'Sherwood Productions', 'id': 8791}]",Mr. Mom,
"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Camelot Pictures', 'id': 11728}, {'name': 'Overture Films', 'id': 12807}]",Henry Poole Is Here,
[],Hank and Mike,
[],In Search of a Midnight Kiss,
"[{'name': 'Teeth', 'id': 3568}]",Teeth,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Alive Films', 'id': 17823}]",The People Under the Stairs,
"[{'name': 'UTV Motion Pictures', 'id': 2320}]",Aamir,
"[{'name': 'Abba Movies Co. Ltd.', 'id': 49941}, {'name': '1618 Action Limited', 'id': 49942}, {'name': 'Greek Mythology Entertainment Company', 'id': 49943}]",SPL: Kill Zone,
[],Sweet Rain: Accuracy of Death,
"[{'name': 'Sony Pictures Classics', 'id': 58}]",All the Real Girls,
[],A Very British Gangster,
"[{'name': 'Thunderbox Films', 'id': 57719}]",Kenny,
[],Strangers with Candy,
"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Solaris Film', 'id': 1001}, {'name': 'Avery Pix', 'id': 1565}, {'name': ""O'Connor Brothers"", 'id': 12066}, {'name': 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', 'id': 12067}]",Pride and Glory,
"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hanna Barbera Production', 'id': 7635}]",Scooby-Doo on Zombie Island,
"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",Rapid Fire,
"[{'name': 'Original Pictures', 'id': 4234}, {'name': 'Warner Bros.', 'id': 6194}]",Showdown in Little Tokyo,
"[{'name': 'Silver Screen Partners II', 'id': 10531}, {'name': 'Oz Productions Ltd.', 'id': 15395}]",Return to Oz,
"[{'name': 'New Line Cinema', 'id': 12}]",Secondhand Lions,
"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Adult Swim', 'id': 6759}, {'name': 'Williams Street', 'id': 6760}, {'name': 'First Look Pictures', 'id': 13534}, {'name': 'Cartoon Network', 'id': 33423}]",Aqua Teen Hunger Force Colon Movie Film for Theaters,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Morgan Creek Productions', 'id': 10210}]",Georgia Rule,
"[{'name': 'The Safran Company', 'id': 11565}, {'name': 'Gold Circle Films', 'id': 12026}, {'name': 'Dead Fiancée Productions', 'id': 92137}]",Over Her Dead Body,
"[{'name': 'Crystal Sky Pictures', 'id': 20241}, {'name': 'Silver Nitrate', 'id': 23909}, {'name': 'From Out of Nowhere Productions', 'id': 58219}, {'name': 'Chicago Entertainment Partners', 'id': 61623}, {'name': 'Big Stan Productions', 'id': 61624}]",Big Stan,
"[{'name': 'Catfish Productions', 'id': 86}, {'name': 'Milcoz Films', 'id': 4004}, {'name': 'Samuel Goldwyn Films', 'id': 9118}, {'name': 'Blind Guy Films', 'id': 18984}, {'name': 'Theta Films', 'id': 18985}]",Blind Dating,
"[{'name': 'Destination Films', 'id': 769}]",Buying the Cow,
"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'MBST/Lloyd Productions', 'id': 51708}]",Freddy Got Fingered,
"[{'name': 'Carr-Santelli', 'id': 3588}]",Mama's Boy,
"[{'name': 'Desperate Pictures', 'id': 1474}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'ApolloProMovie & Co. 3. Filmproduktion', 'id': 37829}]",Smiley Face,
"[{'name': 'IFC Films', 'id': 307}, {'name': 'IFC Productions', 'id': 26468}]",The Baxter,
[],The Boys & Girls Guide to Getting Down,
"[{'name': 'The Weinstein Company', 'id': 308}, {'name': '2929 Productions', 'id': 846}, {'name': 'This Is That Productions', 'id': 10059}]",The Ex,
"[{'name': 'Dimension Films', 'id': 7405}]",The Promotion,
"[{'name': 'Ascot Elite Home Entertainment', 'id': 14576}]",The Ten,
"[{'name': 'Insight Film Studios', 'id': 2865}, {'name': 'Redwood Palms Pictures', 'id': 4297}, {'name': 'Remstar Productions', 'id': 4298}]",Battle in Seattle,
"[{'name': 'DisneyToon Studios', 'id': 5391}, {'name': 'Walt Disney Animation Studios', 'id': 6125}, {'name': 'Prana Animation Studios', 'id': 22135}]",Tinker Bell,
"[{'name': 'Gentle Machine Productions LLC', 'id': 39242}]",Zeitgeist: Addendum,
"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DC Comics', 'id': 429}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",Watchmen,
"[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Initial Entertainment Group', 'id': 704}, {'name': 'Saturn Films', 'id': 831}, {'name': 'International Production Company', 'id': 1507}, {'name': 'Blue Star Pictures', 'id': 2779}, {'name': 'Living Films', 'id': 2877}, {'name': 'Bangkok Dangerous', 'id': 2878}]",Bangkok Dangerous,
"[{'name': 'Cipher Films', 'id': 6359}, {'name': 'Stealth Films Limited', 'id': 6360}, {'name': 'TMC Films', 'id': 6361}]",Kidulthood,
"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'Constantin Film.', 'id': 9078}]",Wrong Turn 2: Dead End,
"[{'name': 'Warner Bros. Home Video', 'id': 5173}]",A Charlie Brown Christmas,
"[{'name': 'Renown Pictures Corporation', 'id': 8730}, {'name': 'George Minter Productions', 'id': 19368}]",Scrooge,
"[{'name': 'Entertainment Partners Ltd.', 'id': 4015}]",A Christmas Carol,
"[{'name': 'Film Roman Productions', 'id': 2017}, {'name': 'Electronic Arts (EA)', 'id': 3550}]",Dead Space: Downfall,
[],"War, Inc.",
"[{'name': 'Ultimate Productions', 'id': 7702}]",Moonwalker,
[],Saved!,
"[{'name': 'Imagi Animation Studios', 'id': 3463}, {'name': 'Madhouse', 'id': 4288}]",Highlander: The Search for Vengeance,
"[{'name': 'Magnolia Pictures', 'id': 1030}, {'name': 'Delux Productions', 'id': 1472}, {'name': 'Zero Gravity Management', 'id': 5357}, {'name': 'Future Films', 'id': 10843}, {'name': 'Film Fund Luxembourg', 'id': 11776}, {'name': 'Pierce/Williams Entertainment', 'id': 18621}]",Flawless,
"[{'name': 'Killer Films', 'id': 1422}]",Then She Found Me,
"[{'name': 'Thinkfilm', 'id': 446}]",10th & Wolf,
"[{'name': 'No Matter Pictures', 'id': 3561}]",Wristcutters: A Love Story,
"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Olmos Productions', 'id': 8847}, {'name': 'YOY', 'id': 63240}]",American Me,
"[{'name': 'Billy Goat Pictures', 'id': 22856}, {'name': 'Tenk', 'id': 22857}]",Red,
"[{'name': 'United Artists', 'id': 60}]",Deuces Wild,
"[{'name': 'Hollywood Pictures', 'id': 915}]",Son in Law,
"[{'name': 'IDT Entertainment', 'id': 4279}]",Hellboy Animated: Blood and Iron,
"[{'name': 'DisneyToon Studios', 'id': 5391}]",Bambi II,
"[{'name': 'EM Media', 'id': 1917}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Screen Yorkshire', 'id': 2690}, {'name': 'Film4', 'id': 9349}, {'name': 'Warp X', 'id': 17817}, {'name': 'Madman Entertainment', 'id': 21592}]",A Complete History of My Sexual Failures,
"[{'name': 'New Line Cinema', 'id': 12}]",Friday the 13th,
"[{'name': 'Jafar Panahi Film Productions', 'id': 2835}]",Offside,
"[{'name': 'Jafar Panahi Film Productions', 'id': 2835}]",Offside,
"[{'name': 'Associated British Picture Corporation', 'id': 1441}]",The Dam Busters,
"[{'name': 'Indion Entertainment Group', 'id': 3572}]",Splinter,
"[{'name': 'Rubicon Film AS', 'id': 2784}]",The Kautokeino Rebellion,
[],The Devil and Daniel Johnston,
